circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_000939,Pf3D7_10_v3,1569059,1571519,2,+,2,40,40,T44,2,0,0,1,2460,PF3D7_1039000,,"serine/threonine protein kinase, FIKK family (FIKK10.2)"
bowtie_circ_000941,Pf3D7_12_v3,596292,596475,2,-,2,40,5,"LRET,T24","1,1",0,0,1,183,PF3D7_1213900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000943,Pf3D7_13_v3,1649731,1650205,2,-,2,40,40,"ER,T32","1,1",0,0,1,474,PF3D7_1341900,,"vacuolar ATP synthase subunit d, putative"
bowtie_circ_000945,Pf3D7_04_v3,765880,766031,2,+,2,40,40,"T36,T44","1,1",2,0,1,151,PF3D7_0417400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000947,Pf3D7_13_v3,1843529,1843695,2,+,2,40,40,"S3,T36","1,1",0,0,1,166,PF3D7_1346100,,"Sec61 alpha subunit, PfSec61 (SEC61)"
bowtie_circ_000974,Pf3D7_14_v3,2506785,2506917,2,+,2,5,40,"T12+16,T36","1,1",0,0,1,132,PF3D7_1461800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000990,Pf3D7_05_v3,818541,818879,2,+,2,40,40,"LRET,T24","1,1",0,0,1,338,PF3D7_0519700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000993,Pf3D7_11_v3,1834605,1834737,2,+,2,40,5,"T40,T44","1,1",0,0,1,132,PF3D7_1146600,,CCAAT-box DNA binding protein subunit B (NFYB)
bowtie_circ_000995,Pf3D7_08_v3,87029,87224,2,+,2,0,40,"ER,LRET","1,1",0,0,1,195,PF3D7_0801000,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_001006,Pf3D7_12_v3,668979,669284,2,+,2,40,40,"T24,T28","1,1",2,0,1,305,NA,,NA
bowtie_circ_001011,Pf3D7_03_v3,315248,315518,2,-,2,40,40,T20,2,0,0,1,270,PF3D7_0307200,,"60S ribosomal protein L7, putative"
bowtie_circ_001015,Pf3D7_01_v3,113335,113440,2,+,2,40,40,"T4+8,TT4","1,1",0,0,1,105,PF3D7_0102500,,erythrocyte binding antigen-181 (EBA181)
bowtie_circ_001023,Pf3D7_13_v3,1277064,1278021,2,-,2,5,40,"S3,T40","1,1",0,0,1,957,PF3D7_1330300,,"DnaJ protein, putative"
bowtie_circ_001045,Pf3D7_05_v3,712585,712686,2,-,2,6,40,"LRET,T40","1,1",1,0,1,101,NA,,NA
bowtie_circ_001052,Pf3D7_14_v3,1875605,1875747,2,-,2,40,40,T24,2,1,0,1,142,PF3D7_1445700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001057,Pf3D7_14_v3,2064650,2064809,2,-,2,5,40,"T20,T44","1,1",0,0,1,159,PF3D7_1450400,,"zinc finger protein, putative"
bowtie_circ_001067,Pf3D7_14_v3,1458439,1458544,2,+,2,40,40,"LRET,MTLT","1,1",2,0,1,105,PF3D7_1436000,,glucose-6-phosphate isomerase (GPI)
bowtie_circ_001068,Pf3D7_11_v3,513744,514429,2,-,2,40,40,TT4,2,0,0,1,685,NA,,NA
bowtie_circ_001083,Pf3D7_06_v3,1171201,1172224,3,-,2,40,40,"T4+8,TT4","2,1",0,0,1,1023,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_001096,Pf3D7_10_v3,121104,122993,2,+,2,40,40,"LRET,T32","1,1",0,0,1,1889,PF3D7_1002400,,"RNA binding protein, putative"
bowtie_circ_001103,Pf3D7_12_v3,217703,218086,2,+,2,40,40,TT4,2,0,0,1,383,PF3D7_1204900,,"probable protein, unknown function"
bowtie_circ_001112,Pf3D7_10_v3,884866,885067,2,-,2,40,40,"T28,T32","1,1",0,0,1,201,PF3D7_1021700,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_001116,Pf3D7_08_v3,644305,644440,3,-,2,6,40,"T4+8,TT4","2,1",2,0,1,135,PF3D7_0813000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001128,Pf3D7_09_v3,652959,653100,2,-,2,40,40,T24,2,0,0,1,141,PF3D7_0915400,,6-phosphofructokinase (PFK9)
bowtie_circ_001134,Pf3D7_13_v3,2040626,2041360,2,-,2,40,40,"ER,T12+16","1,1",0,0,1,734,PF3D7_1351100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001153,Pf3D7_12_v3,1042565,1042737,3,-,2,40,5,"ER,TT4","2,1",1,0,1,172,PF3D7_1225700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001154,Pf3D7_08_v3,687826,687997,2,+,2,40,40,T36,2,1,0,1,171,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_001162,Pf3D7_09_v3,645755,645905,4,+,2,5,40,"T4+8,TT4","3,1",0,0,1,150,PF3D7_0915200,,"ribonuclease H2 subunit C, putative"
bowtie_circ_001163,Pf3D7_12_v3,561537,561750,2,+,2,40,40,"ER,T28","1,1",2,0,1,213,PF3D7_1212700,,"eukaryotic translation initiation factor 3 subunit 10, putative"
bowtie_circ_001179,Pf3D7_06_v3,1256836,1257103,2,+,2,40,40,S3,2,1,0,1,267,PF3D7_0630100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001192,Pf3D7_03_v3,846676,846862,2,+,2,40,40,T28,2,0,0,1,186,PF3D7_0320300,,"T-complex protein 1 epsilon subunit, putative"
bowtie_circ_001196,Pf3D7_05_v3,631545,631657,2,+,2,5,40,T28,2,0,0,1,112,PF3D7_0515300,,phosphatidylinositol 3-kinase (PI3K)
bowtie_circ_001206,Pf3D7_07_v3,1134742,1134937,2,-,2,5,40,"T36,T4+8","1,1",1,0,1,195,PF3D7_0726500,,"ubiquitin carboxyl-terminal hydrolase, putative"
bowtie_circ_001209,Pf3D7_11_v3,1399085,1399694,2,-,2,40,40,T32,2,0,0,1,609,PF3D7_1135900,,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"
bowtie_circ_001210,Pf3D7_12_v3,1206460,1206604,2,+,2,5,40,"S3,T36","1,1",0,0,1,144,PF3D7_1229300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001211,Pf3D7_10_v3,716276,716376,2,+,2,40,40,"T32,T40","1,1",0,0,1,100,PF3D7_1017900,,"26s proteasome regulatory subunit p55, putative"
bowtie_circ_001225,Pf3D7_07_v3,955644,955765,2,+,2,40,40,"T32,T36","1,1",1,0,1,121,PF3D7_0722400,,"GTP binding protein, putative"
bowtie_circ_001240,Pf3D7_13_v3,1543917,1544018,2,+,2,38,40,T36,2,2,0,1,101,PF3D7_1338100,,"proteasome regulatory subunit, putative"
bowtie_circ_001245,Pf3D7_12_v3,1195784,1195895,2,-,2,40,40,T24,2,2,0,1,111,PF3D7_1229100,,"ABC transporter, (CT family) (MRP2)"
bowtie_circ_001282,Pf3D7_12_v3,1657871,1658065,2,+,2,40,40,"T32,T44","1,1",1,0,1,194,PF3D7_1239700,,"cell division protein FtsH, putative"
bowtie_circ_001297,Pf3D7_08_v3,829946,830471,2,+,2,40,40,"T20,T48","1,1",0,0,1,525,PF3D7_0818200,,14-3-3 protein (14-3-3I)
bowtie_circ_001316,Pf3D7_11_v3,1966705,1966831,2,-,2,40,40,"T24,T28","1,1",0,0,1,126,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_001318,Pf3D7_11_v3,1434912,1435191,2,-,2,40,35,S3,2,0,0,1,279,PF3D7_1136500,,casein kinase 1 (CK1)
bowtie_circ_001319,Pf3D7_06_v3,294353,294461,2,+,2,40,5,"T28,TT4","1,1",0,0,1,108,PF3D7_0607000,,"translation initiation factor IF-2, putative"
bowtie_circ_001333,Pf3D7_03_v3,535084,535184,2,+,2,40,40,"MTLT,T40","1,1",0,0,1,100,PF3D7_0312800,,"60S ribosomal protein L26, putative"
bowtie_circ_001338,Pf3D7_06_v3,212388,213102,2,-,2,40,40,"S3,T44","1,1",0,0,1,714,PF3D7_0604900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001346,Pf3D7_02_v3,273897,274071,2,-,2,40,40,"LRET,S3","1,1",0,0,1,174,PF3D7_0206800,,merozoite surface protein 2 (MSP2)
bowtie_circ_001350,Pf3D7_03_v3,865402,866219,2,+,2,40,40,"T44,T48","1,1",0,0,1,817,PF3D7_0320700,,"signal peptidase complex subunit 2, putative (SPC2)"
bowtie_circ_001357,Pf3D7_12_v3,326428,326544,2,-,2,40,40,"LRET,T36","1,1",0,0,1,116,PF3D7_1207100,,"small subunit rRNA processing factor, putative"
bowtie_circ_001364,Pf3D7_03_v3,389707,389813,3,-,2,40,40,"T24,T36","2,1",0,0,1,106,PF3D7_0309200,,"serine/threonine protein kinase, putative (ARK2)"
bowtie_circ_001371,Pf3D7_05_v3,467605,467713,2,+,2,40,40,"MTLT,T24","1,1",2,0,1,108,PF3D7_0511000,,translationally-controlled tumor protein homolog (TCTP)
bowtie_circ_001376,Pf3D7_14_v3,2091160,2091393,2,+,2,40,40,"LRET,T36","1,1",1,0,1,233,PF3D7_1451100,,elongation factor 2
bowtie_circ_001380,Pf3D7_05_v3,75322,75556,2,-,2,0,40,TT4,2,2,0,1,234,PF3D7_0501400,,interspersed repeat antigen (FIRA)
bowtie_circ_001381,Pf3D7_13_v3,1649531,1650205,2,-,2,40,40,T44,2,0,0,1,674,PF3D7_1341900,,"vacuolar ATP synthase subunit d, putative"
bowtie_circ_001383,Pf3D7_11_v3,128879,129043,2,+,2,40,40,"T20,TT4","1,1",2,0,1,164,PF3D7_1102700,,early transcribed membrane protein 11.1 (ETRAMP11.1)
bowtie_circ_001410,Pf3D7_11_v3,697292,697475,2,-,2,40,40,"T24,T40","1,1",2,0,1,183,PF3D7_1118300,,"insulinase, putative"
bowtie_circ_001418,Pf3D7_13_v3,832148,832254,2,-,2,40,40,"ER,T20","1,1",1,0,1,106,PF3D7_1320000,,"rhoptry protein 2, putative (PRP2)"
bowtie_circ_001425,Pf3D7_08_v3,810246,811320,3,-,2,40,40,"T4+8,T48","2,1",0,0,1,1074,PF3D7_0817700,,rhoptry neck protein 5 (RON5)
bowtie_circ_001433,Pf3D7_05_v3,554509,554641,2,-,2,40,40,T28,2,0,0,1,132,PF3D7_0512900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001439,Pf3D7_05_v3,491579,491925,2,+,2,40,3,T32,2,0,0,1,346,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_001441,Pf3D7_14_v3,1920245,1921040,2,-,2,40,40,"ER,T40","1,1",0,0,1,795,PF3D7_1446700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001446,Pf3D7_11_v3,750009,750114,2,+,2,40,5,"T44,TT4","1,1",0,0,1,105,PF3D7_1119900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001447,Pf3D7_09_v3,120593,120777,2,-,2,40,40,S3,2,0,0,1,184,PF3D7_0902700,,"Plasmodium exported protein (PHISTb), unknown function, pseudogene"
bowtie_circ_001450,Pf3D7_14_v3,3159647,3159778,2,+,2,5,40,"T20,T36","1,1",0,0,1,131,PF3D7_1476800,,"lysophospholipase, putative"
bowtie_circ_001452,Pf3D7_06_v3,175703,175859,2,-,2,40,40,"T36,T44","1,1",0,0,1,156,PF3D7_0604100,,"transcription factor with AP2 domain(s),SPE2-interacting protein (SIP2)"
bowtie_circ_001454,Pf3D7_13_v3,2037609,2037747,2,+,2,40,40,"T28,T36","1,1",0,0,1,138,PF3D7_1351000,,"phosphatidylinositol transfer protein, putative"
bowtie_circ_001460,Pf3D7_11_v3,139967,140811,2,-,2,40,5,"MTLT,T40","1,1",2,0,1,844,PF3D7_1103100,,"60S acidic ribosomal protein P1, putative"
bowtie_circ_001465,Pf3D7_13_v3,1196353,1196593,2,-,2,40,40,"T32,T48","1,1",1,0,1,240,PF3D7_1328300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001467,Pf3D7_14_v3,218586,218688,2,+,2,40,40,"S3,T40","1,1",1,0,1,102,PF3D7_1406200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001481,Pf3D7_13_v3,2093078,2093211,2,-,2,5,40,"S3,T44","1,1",0,0,1,133,NA,,NA
bowtie_circ_001490,Pf3D7_05_v3,751062,752164,2,+,2,40,40,"ER,LRET","1,1",0,0,1,1102,PF3D7_0518000,,"conserved protein, unknown function"
bowtie_circ_001516,Pf3D7_06_v3,544722,544823,2,-,2,5,40,T44,2,2,0,1,101,PF3D7_0613300,,rhoptry protein (ROP14)
bowtie_circ_001529,Pf3D7_11_v3,914161,914318,2,+,2,40,4,T44,2,0,0,1,157,PF3D7_1123100,,calcium-dependent protein kinase 7 (CDPK7)
bowtie_circ_001530,Pf3D7_11_v3,605630,605786,2,+,2,40,40,"S3,T40","1,1",0,0,1,156,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_001549,Pf3D7_14_v3,1458861,1459007,2,+,2,40,40,"T24,T40","1,1",1,0,1,146,PF3D7_1436000,,glucose-6-phosphate isomerase (GPI)
bowtie_circ_001553,Pf3D7_14_v3,2388125,2389003,2,+,2,40,40,MTLT,2,2,0,1,878,PF3D7_1458000,,cysteine proteinase falcipain 1 (FP1)
bowtie_circ_001559,Pf3D7_09_v3,967475,967784,2,-,2,40,40,"ER,T36","1,1",0,0,1,309,PF3D7_0923900,,"RNA binding protein, putative"
bowtie_circ_001560,Pf3D7_11_v3,606170,606290,4,+,2,40,40,"T12+16,T4+8","1,3",2,0,1,120,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_001566,Pf3D7_14_v3,2774728,2774917,4,+,2,40,40,T4+8,4,1,0,1,189,PF3D7_1467900,,"rab GTPase activator, putative"
bowtie_circ_001569,Pf3D7_12_v3,721338,722051,2,-,2,40,40,"T12+16,T20","1,1",0,0,1,713,PF3D7_1218400,,"triose or hexose phosphate/phosphate translocator, putative"
bowtie_circ_001601,Pf3D7_06_v3,283543,283685,2,-,2,5,40,T44,2,1,0,1,142,PF3D7_0606700,,"coatomer alpha subunit, putative"
bowtie_circ_001602,Pf3D7_10_v3,179442,179607,2,-,2,40,40,"ER,T24","1,1",2,0,1,165,PF3D7_1004000,,"60S ribosomal protein L13, putative"
bowtie_circ_001603,Pf3D7_11_v3,1533415,1535531,2,-,2,40,40,"T12+16,T20","1,1",0,0,1,2116,PF3D7_1138800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001605,Pf3D7_11_v3,1087365,1087527,2,+,2,40,40,"T20,T48","1,1",2,0,1,162,PF3D7_1128000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001644,Pf3D7_03_v3,392119,392269,2,-,2,40,40,T36,2,1,0,1,150,PF3D7_0309200,,"serine/threonine protein kinase, putative (ARK2)"
bowtie_circ_001654,Pf3D7_06_v3,768900,769007,2,+,2,40,34,"MTLT,T24","1,1",0,1,1,107,PF3D7_0618300,,"60S ribosomal protein L27a, putative"
bowtie_circ_001675,Pf3D7_08_v3,622694,622805,2,-,2,40,40,"ER,T20","1,1",0,0,1,111,PF3D7_0812400,,karyopherin alpha (KARalpha)
bowtie_circ_001690,Pf3D7_10_v3,1455377,1455503,2,-,2,40,40,"T40,TT4","1,1",0,0,1,126,PF3D7_1036900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001698,Pf3D7_14_v3,407750,407900,2,-,2,40,40,T36,2,1,0,1,150,PF3D7_1410300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001700,Pf3D7_05_v3,46575,46701,2,-,2,40,40,"T28,T32","1,1",1,0,1,126,PF3D7_0500800,,"mature parasite-infected erythrocyte surface antigen,erythrocyte membrane protein 2 (MESA)"
bowtie_circ_001701,Pf3D7_09_v3,1206325,1206579,2,-,2,40,40,"S3,T48","1,1",0,0,1,254,PF3D7_0930300,,merozoite surface protein 1 (MSP1)
bowtie_circ_001710,Pf3D7_12_v3,1636707,1636827,2,-,2,40,40,"T36,T44","1,1",0,0,1,120,PF3D7_1239200,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_001717,Pf3D7_13_v3,2396300,2396456,2,+,2,40,5,"LRET,T36","1,1",2,0,1,156,PF3D7_1359900,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_001720,Pf3D7_14_v3,1930562,1930796,2,+,2,40,40,"LRET,T32","1,1",0,0,1,234,PF3D7_1447000,,"40S ribosomal protein S2, putative"
bowtie_circ_001726,Pf3D7_05_v3,750643,751962,2,+,2,40,40,"LRET,T24","1,1",0,0,1,1319,PF3D7_0518000,,"conserved protein, unknown function"
bowtie_circ_001733,Pf3D7_11_v3,605123,605240,2,+,2,40,4,"T44,T48","1,1",0,0,1,117,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_001735,Pf3D7_06_v3,606314,606451,2,-,2,40,40,"T12+16,T20","1,1",1,0,1,137,PF3D7_0614500,,"60S ribosomal protein L19, putative"
bowtie_circ_001741,Pf3D7_13_v3,161911,162067,2,+,2,40,40,"T24,T28","1,1",1,0,1,156,NA,,NA
bowtie_circ_001745,Pf3D7_14_v3,2954513,2955808,2,+,2,40,40,"ER,T24","1,1",0,0,1,1295,PF3D7_1472300,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_001749,Pf3D7_06_v3,1171201,1173721,4,-,2,5,40,"T4+8,T48","3,1",0,0,1,2520,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_001758,Pf3D7_14_v3,898761,898890,2,-,2,40,40,"T28,T36","1,1",0,0,1,129,PF3D7_1422300,,"DnaJ protein, putative"
bowtie_circ_001779,Pf3D7_11_v3,226198,226306,2,-,2,40,40,"S3,T44","1,1",0,0,1,108,PF3D7_1105100,,histone H2B (H2B)
bowtie_circ_001789,Pf3D7_14_v3,1062081,1062181,2,+,2,40,40,"T40,T44","1,1",1,0,1,100,PF3D7_1427200,,selenoprotein (Sel4)
bowtie_circ_001792,Pf3D7_13_v3,1320724,1320853,2,-,2,34,40,"ER,S3","1,1",1,0,1,129,PF3D7_1331700,,"glutamine--tRNA ligase, putative"
bowtie_circ_001798,Pf3D7_06_v3,196186,196303,2,-,2,40,40,"T24,T4+8","1,1",1,0,1,117,PF3D7_0604500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001799,Pf3D7_02_v3,128115,128240,2,+,2,40,40,"ER,TT4","1,1",0,0,1,125,PF3D7_0202500,,early transcribed membrane protein 2 (ETRAMP2)
bowtie_circ_001811,Pf3D7_10_v3,1400950,1401115,3,+,2,40,35,"T44,T48","2,1",1,0,1,165,PF3D7_1035300,,glutamate-rich protein (GLURP)
bowtie_circ_001817,Pf3D7_08_v3,393652,393811,2,-,2,40,40,"T36,T48","1,1",1,0,1,159,PF3D7_0807600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001825,Pf3D7_05_v3,1313894,1313999,2,+,2,5,40,"LRET,TT4","1,1",2,0,1,105,PF3D7_0532400,,"Plasmodium exported protein (PHISTb), unknown function"
bowtie_circ_001831,Pf3D7_08_v3,687763,688033,2,+,2,40,40,"ER,LRET","1,1",0,0,1,270,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_001836,Pf3D7_07_v3,1299595,1299781,2,+,2,40,40,ER,2,0,0,1,186,PF3D7_0730300,,transcription factor with AP2 domain(s) (AP2-L)
bowtie_circ_001838,Pf3D7_06_v3,764902,765106,2,-,2,40,40,"MTLT,T36","1,1",0,0,1,204,PF3D7_0618200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001850,Pf3D7_09_v3,903714,903828,2,+,2,40,40,"MTLT,T28","1,1",0,0,1,114,PF3D7_0922200,,S-adenosylmethionine synthetase (SAMS)
bowtie_circ_001867,Pf3D7_14_v3,938331,939713,2,+,2,40,40,"T44,T48","1,1",0,0,1,1382,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_001868,Pf3D7_06_v3,632977,633131,2,-,2,40,40,"ER,T36","1,1",0,0,1,154,PF3D7_0615400,,"ribonuclease, putative"
bowtie_circ_001872,Pf3D7_03_v3,989162,989318,2,+,2,40,40,"T28,T40","1,1",0,0,1,156,PF3D7_0323600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001899,PFC10_API_IRAB,21260,21440,2,-,2,40,40,"S3,T44","1,1",0,0,1,180,PFC10_API0030,,apicoplast ribosomal protein S12 (rps12)
bowtie_circ_001932,Pf3D7_11_v3,604312,604417,2,-,2,40,40,"S3,T48","1,1",1,0,1,105,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_001945,Pf3D7_11_v3,221831,222101,2,-,2,40,40,"T44,T48","1,1",0,0,1,270,PF3D7_1105000,,histone H4 (H4)
bowtie_circ_001954,Pf3D7_11_v3,1166133,1166256,2,+,2,5,40,"ER,S3","1,1",2,0,1,123,PF3D7_1130200,,60S ribosomal protein P0 (PfP0)
bowtie_circ_001964,Pf3D7_13_v3,2773160,2773476,2,-,2,40,40,"ER,T36","1,1",1,0,1,316,PF3D7_1369500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001981,Pf3D7_05_v3,1144931,1145135,2,+,2,5,40,"T12+16,T24","1,1",1,0,1,204,PF3D7_0527500,,Hsc70-interacting protein (HIP)
bowtie_circ_001990,Pf3D7_12_v3,885461,885584,2,-,2,40,40,"T24,T32","1,1",0,0,1,123,PF3D7_1222300,,"endoplasmin, putative (GRP94)"
bowtie_circ_001992,Pf3D7_11_v3,762354,762633,2,+,2,40,40,"LRET,T24","1,1",0,0,1,279,PF3D7_1120100,,"phosphoglycerate mutase, putative (PGM1)"
bowtie_circ_001996,Pf3D7_07_v3,1321954,1322098,2,+,2,40,35,"ER,T20","1,1",1,0,1,144,PF3D7_0730800,,"Plasmodium exported protein, unknown function"
bowtie_circ_001999,Pf3D7_11_v3,630924,631029,2,-,2,40,40,"LRET,T28","1,1",0,0,1,105,PF3D7_1116700,,"cathepsin C, homolog,dipeptidyl peptidase 1 (DPAP1)"
bowtie_circ_002007,Pf3D7_12_v3,1033797,1033935,2,+,2,40,40,"T20,T28","1,1",0,0,1,138,PF3D7_1225500,,"small subunit rRNA processing factor, putative"
bowtie_circ_002010,Pf3D7_08_v3,572941,573076,2,+,2,40,40,"T36,TT4","1,1",2,0,1,135,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_002014,Pf3D7_14_v3,1642153,1642455,2,+,2,40,40,T40,2,0,0,1,302,PF3D7_1440200,,"stromal-processing peptidase, putative (SPP)"
bowtie_circ_002021,Pf3D7_14_v3,808848,809013,2,-,2,40,40,"T20,T36","1,1",2,0,1,165,PF3D7_1419400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_002036,Pf3D7_07_v3,456791,456988,2,-,2,40,40,"T28,T40","1,1",2,0,1,197,PF3D7_0710000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002053,Pf3D7_12_v3,1388022,1388284,2,+,2,40,40,"T32,T36","1,1",2,0,1,262,PF3D7_1233600,,asparagine and aspartate rich protein 1 (AARP1)
bowtie_circ_002062,Pf3D7_14_v3,1924438,1925652,2,-,2,40,40,"ER,T24","1,1",0,0,1,1214,PF3D7_1446900,,"glutaminyl-peptide cyclotransferase, putative"
bowtie_circ_002063,Pf3D7_05_v3,295090,295307,2,-,2,40,40,T20,2,2,0,1,217,PF3D7_0507100,,"60S ribosomal protein L4, putative"
bowtie_circ_002093,Pf3D7_11_v3,1960474,1960591,2,+,2,40,5,"ER,T36","1,1",0,0,1,117,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_002094,Pf3D7_12_v3,1066054,1066195,3,+,2,40,40,"LRET,T12+16","1,2",0,0,1,141,PF3D7_1226300,,"cof-like hydrolase, had-superfamily, subfamily iib"
bowtie_circ_002101,Pf3D7_04_v3,933888,934086,2,-,2,40,40,"T28,T44","1,1",2,0,1,198,PF3D7_0420600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002102,Pf3D7_05_v3,1206699,1207271,2,+,2,40,40,T20,2,0,0,1,572,PF3D7_0529500,,"cell cycle regulator protein, putative"
bowtie_circ_002107,Pf3D7_11_v3,605669,605786,2,+,2,40,5,S3,2,0,0,1,117,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_002112,Pf3D7_07_v3,272889,273023,2,-,2,40,40,"S3,T48","1,1",2,0,1,134,PF3D7_0705500,,"inositol-phosphate phosphatase, putative"
bowtie_circ_002115,Pf3D7_11_v3,432747,432883,2,-,2,40,40,"T12+16,TT4","1,1",2,0,1,136,PF3D7_1110900,,"ES2 protein, putative"
bowtie_circ_002117,Pf3D7_05_v3,64851,65013,2,-,2,5,40,T24,2,1,0,1,162,PF3D7_0501200,,parasite-infected erythrocyte surface protein (PIESP2)
bowtie_circ_002120,Pf3D7_03_v3,709202,709331,2,-,2,40,40,"T24,T44","1,1",1,0,1,129,PF3D7_0317300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002127,Pf3D7_06_v3,815716,815890,2,-,2,40,40,T32,2,0,0,1,174,PF3D7_0619400,,"cell division cycle protein 48 homologue, putative"
bowtie_circ_002134,Pf3D7_05_v3,846823,846930,2,-,2,35,40,"T20,T32","1,1",0,0,1,107,PF3D7_0520700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002137,Pf3D7_13_v3,567902,568016,2,+,2,40,40,"T12+16,T32","1,1",1,0,1,114,PF3D7_1313200,,"methionyl-tRNA formyltransferase, putative"
bowtie_circ_002139,Pf3D7_01_v3,306749,306928,2,-,2,40,40,T44,2,1,0,1,179,PF3D7_0107500,,lipid/sterol:H  symporter
bowtie_circ_002151,Pf3D7_02_v3,94844,95156,2,+,2,0,40,"T20,T24","1,1",2,0,1,312,PF3D7_0201900,,erythrocyte membrane protein 3 (EMP3)
bowtie_circ_002154,Pf3D7_04_v3,262093,262464,2,-,2,40,40,T48,2,2,0,1,371,PF3D7_0404700,,dipeptidyl peptidase 3 (DPAP3)
bowtie_circ_002155,Pf3D7_01_v3,488221,488340,2,-,2,40,40,T20,2,0,0,1,119,PF3D7_0113000,,glutamic acid-rich protein (GARP)
bowtie_circ_002158,Pf3D7_09_v3,651009,651255,2,-,2,40,40,"MTLT,T28","1,1",1,0,1,246,PF3D7_0915400,,6-phosphofructokinase (PFK9)
bowtie_circ_002167,Pf3D7_06_v3,592072,592206,2,-,2,35,5,T48,2,0,0,1,134,PF3D7_0614100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002168,Pf3D7_10_v3,1116577,1116778,2,-,2,6,40,T48,2,0,0,1,201,PF3D7_1026600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002170,Pf3D7_14_v3,1565320,1565859,2,+,2,40,40,"S3,T40","1,1",0,0,1,539,PF3D7_1438700,,small subunit DNA primase
bowtie_circ_002176,Pf3D7_08_v3,861149,861379,2,+,2,40,40,"T20,T28","1,1",1,0,1,230,PF3D7_0818900,,heat shock protein 70 (HSP70)
bowtie_circ_002178,Pf3D7_10_v3,658083,658218,2,-,2,5,40,"ER,T12+16","1,1",1,0,1,135,PF3D7_1016400,,"serine/threonine protein kinase, FIKK family (FIKK10.1)"
bowtie_circ_002189,Pf3D7_14_v3,2207985,2208102,2,+,2,40,40,"T36,T40","1,1",1,0,1,117,PF3D7_1453700,,co-chaperone p23 (P23)
bowtie_circ_002197,Pf3D7_06_v3,718443,718698,2,+,2,40,40,"T40,T48","1,1",0,0,1,255,PF3D7_0617200,,"conserved Plasmodium protein, unknown function"
