lncRNA_ID,chromosome,start,end,strand,length,GC content (%),subtype,evidence ranking,overlapping feature,antisense feature,contains a structural RNA,contains intron,contains multiple introns,putatively essential (no piggybac insertions),overlap PlasmoDB listed lncRNAs,PlasmoDB listed name,intersect Broadbent et al. annotation,intersect Chappell et al. predicted ncRNAs,intersect Siegel et al. natural antisense transcripts,intersect Yang et al. predicted transcripts,intersect Liao et al. annotation,novel
Pf3D7lncRNA_1218,Pf3D7_10_v3,593393,593765,+,373,13.67,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1219,Pf3D7_10_v3,609259,609746,+,488,15.57,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1220,Pf3D7_10_v3,610072,611050,-,979,14.81,As-UTR,1,,UTR (PF3D7_1015000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1221,Pf3D7_10_v3,619476,621748,-,2273,19.67,As-G,2,,"PF3D7_1015300, PF3D7_1015400",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1222,Pf3D7_10_v3,634303,636248,-,1946,18.45,As-G,4,,PF3D7_1015800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1223,Pf3D7_10_v3,637175,637589,-,415,12.29,As-Intron,8,,PF3D7_1015900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1224,Pf3D7_10_v3,655674,657695,+,2022,18.6,As-G,4,,PF3D7_1016400,NO,UNCLEAR,UNCLEAR,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_1225,Pf3D7_10_v3,660254,662769,+,2516,16.93,As-G,1,,PF3D7_1016500,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_1226,Pf3D7_10_v3,668340,668662,+,323,14.86,As-UTR,7,,UTR (PF3D7_1016700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1227,Pf3D7_10_v3,679332,679998,+,667,15.59,As-UTR,7,,UTR (PF3D7_1016900),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1228,Pf3D7_10_v3,683492,684651,+,1160,15.09,As-lncRNA,7,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1229,Pf3D7_10_v3,683607,684356,-,750,17.47,UTR-asc,9,PF3D7_1016900,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1230,Pf3D7_10_v3,691534,692170,+,637,18.52,As-UTR,7,,UTR (PF3D7_1017100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1231,Pf3D7_10_v3,697812,699439,+,1628,18.67,As-G,7,,PF3D7_1017400,NO,YES,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1232,Pf3D7_10_v3,699935,700275,+,341,13.2,As-UTR,9,,UTR (PF3D7_1017400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1233,Pf3D7_10_v3,702119,702951,-,833,17.41,As-G,7,,PF3D7_1017500,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1234,Pf3D7_10_v3,716801,717803,-,1003,18.25,As-G,1,,PF3D7_1017900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1235,Pf3D7_10_v3,729186,730947,+,1762,21.4,As-G,1,,"LncRNA, PF3D7_1018300",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1236,Pf3D7_10_v3,781816,782982,+,1167,13.28,As-UTR,7,,UTR (PF3D7_1019300),NO,NO,NO,YES,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1237,Pf3D7_10_v3,804225,804462,+,238,17.65,As-UTR,8,,UTR (PF3D7_1019800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1238,Pf3D7_10_v3,807968,808318,+,351,14.53,As-UTR,7,,"UTR (PF3D7_1019800, PF3D7_1019900)",NO,NO,NO,NO,NO,,NO,NO,YES,YES,NO,NO
Pf3D7lncRNA_1239,Pf3D7_10_v3,811386,813295,+,1910,18.48,As-G,1,,PF3D7_1020000,NO,NO,NO,NO,NO,,YES,NO,YES,YES,NO,NO
Pf3D7lncRNA_1240,Pf3D7_10_v3,834114,834402,-,289,11.07,As-G,7,,PF3D7_1020600,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1241,Pf3D7_10_v3,842002,843649,-,1648,21.18,As-G,4,,PF3D7_1020800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1242,Pf3D7_10_v3,848025,849295,+,1271,17.55,As-G,1,,PF3D7_1021000,NO,NO,NO,NO,NO,,YES,YES,YES,YES,NO,NO
Pf3D7lncRNA_1243,Pf3D7_10_v3,860162,860934,+,773,16.04,As-UTR,7,,"UTR (PF3D7_1021200, PF3D7_1021300)",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1244,Pf3D7_10_v3,865955,866897,-,943,17.71,As-G,8,,PF3D7_1021400,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1245,Pf3D7_10_v3,870549,870945,-,397,12.09,As-G,8,,PF3D7_1021600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1246,Pf3D7_10_v3,896102,897001,+,900,13.11,As-G,4,,PF3D7_1021800,NO,UNCLEAR,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1247,Pf3D7_10_v3,904085,905743,+,1659,15.19,As-G,1,,PF3D7_1021900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1248,Pf3D7_10_v3,914094,914824,+,731,14.23,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1249,Pf3D7_10_v3,914679,916132,-,1454,14.92,As-lncRNA,1,,LncRNA,NO,YES,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1250,Pf3D7_10_v3,916436,917228,+,793,12.48,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1251,Pf3D7_10_v3,918128,921409,-,3282,16.88,As-G,9,,PF3D7_1022000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1252,Pf3D7_10_v3,926952,928633,+,1682,20.51,As-G,7,,PF3D7_1022200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1253,Pf3D7_10_v3,929889,930782,+,894,15.77,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1254,Pf3D7_10_v3,943070,943704,+,635,14.96,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1255,Pf3D7_10_v3,960613,962470,+,1858,17.44,As-G,1,,PF3D7_1023000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1256,Pf3D7_10_v3,963089,964382,+,1294,21.41,As-G,1,,PF3D7_1023100,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1257,Pf3D7_10_v3,981915,983223,-,1309,20.47,UTR-asc,8,PF3D7_1023300,PF3D7_1023200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1258,Pf3D7_10_v3,1012833,1014447,+,1615,15.6,UTR-asc,1,PF3D7_1024000,,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1259,Pf3D7_10_v3,1030754,1033286,-,2533,15.95,As-G,4,,"PF3D7_1024700, UTR (PF3D7_1024800)",NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1260,Pf3D7_10_v3,1050515,1050960,+,446,11.66,As-UTR,7,,UTR (PF3D7_1025000),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1261,Pf3D7_10_v3,1057470,1059158,+,1689,19.89,As-G,4,,PF3D7_1025300,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1262,Pf3D7_10_v3,1061289,1061988,+,700,16.86,As-G,1,,PF3D7_1025400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1263,Pf3D7_10_v3,1079630,1080581,+,952,18.49,As-Intron,1,,PF3D7_1025500,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1264,Pf3D7_10_v3,1112034,1113317,+,1284,17.68,As-G,1,,PF3D7_1026500,NO,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1265,Pf3D7_10_v3,1120918,1121530,-,613,16.97,As-UTR,4,,UTR (PF3D7_1026800),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1266,Pf3D7_10_v3,1136761,1137251,-,491,13.03,UTR-asc,7,PF3D7_1027100,UTR (PF3D7_1027200),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1267,Pf3D7_10_v3,1144028,1144932,+,905,10.5,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1268,Pf3D7_10_v3,1152310,1153303,+,994,13.18,As-G,1,,"UTR (PF3D7_1027700), PF3D7_1027800",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1269,Pf3D7_10_v3,1156819,1159331,-,2513,17.79,As-G,1,,PF3D7_1027900,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1270,Pf3D7_10_v3,1161698,1164436,-,2739,19.5,As-G,7,,"PF3D7_1028100, PF3D7_1028100",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1271,Pf3D7_10_v3,1175693,1176546,+,854,14.99,As-G,4,,PF3D7_1028600,NO,NO,NO,NO,NO,,NO,YES,YES,YES,NO,NO
Pf3D7lncRNA_1272,Pf3D7_10_v3,1178681,1178956,-,276,14.49,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1273,Pf3D7_10_v3,1179591,1180080,-,490,13.06,As-UTR,9,,UTR (PF3D7_1028700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_1274,Pf3D7_10_v3,1186356,1186762,+,407,14,As-UTR,9,,UTR (PF3D7_1028900),NO,NO,NO,NO,NO,,NO,NO,YES,YES,NO,NO
Pf3D7lncRNA_1275,Pf3D7_10_v3,1203496,1204694,+,1199,15.6,UTR-asc,2,PF3D7_1029600,PF3D7_1029500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1276,Pf3D7_10_v3,1210363,1211783,+,1421,20.2,As-G,8,,"PF3D7_1029700, PF3D7_1029800",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1277,Pf3D7_10_v3,1222659,1223069,-,411,12.17,As-UTR,7,,"UTR (PF3D7_1029900, PF3D7_1030000)",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1278,Pf3D7_10_v3,1229889,1231225,+,1337,24.98,As-G,1,,PF3D7_1030200,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_1279,Pf3D7_10_v3,1237958,1240352,-,2395,13.99,UTR-asc,1,PF3D7_1030300,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1280,Pf3D7_10_v3,1240705,1242101,+,1397,16.96,As-G,1,,PF3D7_1030400,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1281,Pf3D7_10_v3,1248776,1249664,-,889,19.01,As-G,1,,PF3D7_1030700,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1282,Pf3D7_10_v3,1258811,1259442,-,632,14.72,As-UTR,1,,"UTR (PF3D7_1031200, PF3D7_1031300)",NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1283,Pf3D7_10_v3,1262330,1262943,-,614,23.94,As-G,2,,PF3D7_1031300,NO,NO,NO,YES,NO,,NO,YES,YES,YES,NO,NO
Pf3D7lncRNA_1284,Pf3D7_10_v3,1268691,1269599,-,909,13.75,As-G,7,,PF3D7_1031400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1285,Pf3D7_10_v3,1273509,1274813,-,1305,15.79,As-G,1,,PF3D7_1031500,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_1286,Pf3D7_10_v3,1286689,1287310,+,622,19.13,As-G,8,,PF3D7_1031900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1287,Pf3D7_10_v3,1290721,1292119,-,1399,11.79,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1288,Pf3D7_10_v3,1296660,1296899,-,240,20,As-G,9,,PF3D7_1032100,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1289,Pf3D7_10_v3,1306040,1306711,+,672,20.09,As-G,8,,PF3D7_1032500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1290,Pf3D7_10_v3,1312789,1313561,+,773,14.62,As-G,7,,"UTR (PF3D7_1032700), PF3D7_1032800",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1291,Pf3D7_10_v3,1315332,1315830,+,499,13.03,As-G,4,,PF3D7_1032900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1292,Pf3D7_10_v3,1331708,1333791,+,2084,14.16,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1293,Pf3D7_10_v3,1332624,1333005,-,382,14.4,As-lncRNA,5,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1294,Pf3D7_10_v3,1333355,1333799,-,445,15.06,As-lncRNA,1,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1295,Pf3D7_10_v3,1339870,1341044,-,1175,21.79,As-G,1,,PF3D7_1033400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1296,Pf3D7_10_v3,1355664,1355912,+,249,19.68,As-UTR,9,,UTR (PF3D7_1033900),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1297,Pf3D7_10_v3,1356556,1357050,+,495,14.95,As-UTR,7,,UTR (PF3D7_1033900),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1298,Pf3D7_10_v3,1357433,1359058,+,1626,12.67,As-UTR,1,,"UTR (PF3D7_1033900, PF3D7_1034000)",NO,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO
Pf3D7lncRNA_1299,Pf3D7_10_v3,1361775,1362444,+,670,14.78,As-G,7,,PF3D7_1034100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1300,Pf3D7_10_v3,1381211,1382611,-,1401,16.27,As-G,7,,PF3D7_1034800,NO,UNCLEAR,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1301,Pf3D7_10_v3,1390374,1390776,-,403,14.39,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_1302,Pf3D7_10_v3,1392758,1394016,-,1259,15.97,As-G,1,,"PF3D7_1035100, UTR (PF3D7_1035200)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1303,Pf3D7_10_v3,1402387,1403656,-,1270,18.43,As-G,1,,PF3D7_1035300,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1304,Pf3D7_10_v3,1411053,1412316,-,1264,11.71,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1305,Pf3D7_10_v3,1416848,1419204,+,2357,14.55,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1306,Pf3D7_10_v3,1421271,1423228,-,1958,25.64,As-G,4,,PF3D7_1035800,NO,NO,NO,NO,NO,,YES,NO,YES,YES,NO,NO
Pf3D7lncRNA_1307,Pf3D7_10_v3,1425748,1426054,-,307,11.07,As-UTR,7,,UTR (PF3D7_1035900),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1308,Pf3D7_10_v3,1442886,1443913,-,1028,22.96,As-G,4,,PF3D7_1036500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1309,Pf3D7_10_v3,1448097,1451679,+,3583,20.12,As-G,1,,PF3D7_1036800,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1310,Pf3D7_10_v3,1460510,1460963,+,454,11.01,As-UTR,4,,UTR (PF3D7_1036900),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1311,Pf3D7_10_v3,1480588,1480899,+,312,8.97,As-UTR,4,,UTR (PF3D7_1037300),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1312,Pf3D7_10_v3,1495049,1495521,-,473,9.73,As-UTR,4,,UTR (PF3D7_1037700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1313,Pf3D7_10_v3,1515938,1516615,+,678,14.16,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1314,Pf3D7_10_v3,1549645,1550410,+,766,15.14,As-G,7,,PF3D7_1038500,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1315,Pf3D7_10_v3,1550786,1551792,+,1007,16.88,As-G,8,,PF3D7_1028600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1316,Pf3D7_10_v3,1560559,1561682,-,1124,16.99,As-G,7,,PF3D7_1038800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1317,Pf3D7_10_v3,1564111,1564509,-,399,9.77,As-UTR,8,,UTR (PF3D7_1038900),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1318,Pf3D7_10_v3,1566007,1566985,-,979,15.63,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1319,Pf3D7_10_v3,1572059,1572704,-,646,12.54,As-UTR,5,,UTR (PF3D7_1039000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1320,Pf3D7_10_v3,1577759,1581662,+,3904,17.44,As-lncRNA,2,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1321,Pf3D7_10_v3,1581080,1581762,-,683,22.69,As-lncRNA,9,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1322,Pf3D7_10_v3,1582778,1586232,+,3455,32.59,Intergenic,2,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1323,Pf3D7_10_v3,1636883,1637631,-,749,11.35,Intergenic,6,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1324,Pf3D7_10_v3,1641051,1641798,-,748,10.56,As-lncRNA,2,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1325,Pf3D7_10_v3,1641559,1643400,+,1842,20.47,As-G,2,,PF3D7_1041300,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1326,Pf3D7_10_v3,1642021,1644027,-,2007,22.97,Sense,1,PF3D7_1041300,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1327,Pf3D7_10_v3,1643919,1644502,+,584,7.02,As-Intron,5,,PF3D7_1041300,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1328,Pf3D7_11_v3,28623,30149,-,1527,24.03,As-Intron,1,,PF3D7_1100100,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1329,Pf3D7_11_v3,30116,33337,+,3222,22.41,Sense,1,PF3D7_1100100,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1330,Pf3D7_11_v3,32163,32536,-,374,12.83,UTR-asc,8,PF3D7_1100200,PF3D7_1100100,NO,UNCLEAR,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1331,Pf3D7_11_v3,44977,45210,-,234,13.25,As-G,9,,PF3D7_1100300,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1332,Pf3D7_11_v3,64336,65678,-,1343,17.05,As-G,2,,PF3D7_1101000,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1333,Pf3D7_11_v3,69995,71524,+,1530,27.97,As-G,8,,PF3D7_1101200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1334,Pf3D7_11_v3,91794,96301,-,4508,33.05,Intergenic,2,,,NO,YES,YES,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1335,Pf3D7_11_v3,99617,100217,+,601,20.97,As-lncRNA,9,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1336,Pf3D7_11_v3,99645,103530,-,3886,17.55,As-lncRNA,2,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1337,Pf3D7_11_v3,108591,109292,-,702,12.54,As-lncRNA,2,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1338,Pf3D7_11_v3,108606,109245,+,640,12.66,As-lncRNA,6,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1339,Pf3D7_11_v3,118552,120227,+,1676,18.44,As-G,7,,PF3D7_1102500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1340,Pf3D7_11_v3,123264,124749,+,1486,17.56,As-G,1,,PF3D7_1102600,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1341,Pf3D7_11_v3,126308,126524,-,217,15.67,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1342,Pf3D7_11_v3,133646,134814,+,1169,12.57,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1343,Pf3D7_11_v3,133666,135674,-,2009,12.74,UTR-asc,1,PF3D7_1102800,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1344,Pf3D7_11_v3,141970,142486,+,517,14.12,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1345,Pf3D7_11_v3,142333,143164,-,832,13.22,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1346,Pf3D7_11_v3,156002,158603,-,2602,18.33,As-G,4,,PF3D7_1103600,NO,YES,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1347,Pf3D7_11_v3,159597,162962,-,3366,16.43,As-G,1,,PF3D7_1103700,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1348,Pf3D7_11_v3,181656,182456,+,801,11.99,As-G,4,,PF3D7_1104200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1349,Pf3D7_11_v3,190515,191451,+,937,15.9,As-G,3,,PF3D7_1104300,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1350,Pf3D7_11_v3,199833,201326,+,1494,21.15,UTR-asc,4,PF3D7_1104400,PF3D7_1104500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1351,Pf3D7_11_v3,210163,211112,-,950,15.79,As-UTR,4,,UTR (PF3D7_1104800),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1352,Pf3D7_11_v3,222941,224997,+,2057,16.19,As-UTR,1,,"UTR (PF3D7_1105000), LncRNA",NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_1353,Pf3D7_11_v3,223211,224976,-,1766,16.87,UTR-asc,1,PF3D7_1105000,,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_1354,Pf3D7_11_v3,230106,230734,+,629,18.92,As-G,9,,PF3D7_1105200,NO,NO,NO,YES,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1355,Pf3D7_11_v3,234602,235756,+,1155,14.46,As-G,7,,"UTR (PF3D7_1105300), PF3D7_1105400",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1356,Pf3D7_11_v3,237734,238588,+,855,12.4,As-UTR,4,,"UTR (PF3D7_1105400), LncRNA",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1357,Pf3D7_11_v3,238332,239155,-,824,14.56,UTR-asc,1,PF3D7_1105400,"LncRNA, PF3D7_1105500",NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_1358,Pf3D7_11_v3,245253,246390,-,1138,12.21,UTR-asc,1,PF3D7_1105600,UTR (PF3D7_1105700),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1359,Pf3D7_11_v3,247931,250228,-,2298,21.19,As-G,1,,"PF3D7_1105700, UTR (PF3D7_1105800)",NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_1360,Pf3D7_11_v3,290409,290847,-,439,11.39,As-UTR,4,,"UTR (PF3D7_1106900, PF3D7_1107000)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
