Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003365,TCONS_00004825,Pf3D7_10_v3,109013,109802,-,789,1,"789,","0,",0.10,,15.87,71.68,TT8,5.49,YES,0.20,PF3D7_1002100,PF70 protein (PF70),0.91,tandem,351,NA,NA,NA,NA,14.79,7.42,7.30,0.97,0.94,0.62,12.97,7.61,71.68,15.87,1.68,0.47,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003584,TCONS_00005147,Pf3D7_10_v3,110012,110325,.,313,1,"313,","0,",0.13,,14.33,89.73,TT8,5.67,YES,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,0.87,1.14,1.74,1.13,0.79,12.37,17.69,89.73,9.47,7.05,0.00,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003366,TCONS_00004826,Pf3D7_10_v3,110342,111814,-,1472,1,"1472,","0,",0.15,,8.35,20.93,T28,3.66,YES,0.17,PF3D7_1002200,tryptophan-rich antigen 3 (PArt),0.62,divergent,1114,NA,NA,NA,NA,11.52,18.78,20.93,15.23,5.36,4.36,2.68,0.74,5.23,12.44,19.32,12.56,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003368,TCONS_00004828,Pf3D7_10_v3,118961,119913,-,952,1,"952,","0,",0.16,,16.34,51.07,TT8,2.90,YES,0.16,PF3D7_1002400.1,"RNA binding protein, putative",0.63,divergent,1201,PF3D7_1002300,"conserved Plasmodium protein, unknown function",0.443825714,427,22.54,6.43,10.49,19.60,8.92,12.25,12.61,5.98,51.07,18.45,5.19,10.07,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003134,TCONS_00004493,Pf3D7_10_v3,162495,163190,+,695,1,"695,","0,",0.17,,7.81,30.79,T20,4.99,YES,0.20,PF3D7_1003500,"40S ribosomal protein S20e, putative",0.91,divergent,1533,PF3D7_1003600,membrane skeletal protein IMC1-related (ALV5),-0.691222294,1754,30.79,8.75,10.23,4.65,4.50,3.06,1.39,0.00,7.05,7.71,3.28,6.72,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003145,TCONS_00004508,Pf3D7_10_v3,264454,265196,+,742,1,"742,","0,",0.15,,10.50,25.89,T20,4.75,YES,0.17,PF3D7_1006200,DNA/RNA-binding protein Alba 3 (ALBA3),0.90,divergent,1457,PF3D7_1006300,"conserved Plasmodium protein, unknown function",0.479673294,553,25.89,8.64,10.40,12.12,4.15,6.43,2.38,0.00,25.02,17.83,8.35,23.23,7.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003401,TCONS_00004869,Pf3D7_10_v3,306546,307059,-,513,1,"513,","0,",0.11,,39.62,87.94,T28,3.41,YES,0.15,NA,NA,NA,NA,NA,PF3D7_1007700,transcription factor with AP2 domain(s) (ApiAP2),0.743130029,627,44.31,73.35,87.94,51.10,48.36,41.21,32.40,9.16,9.68,16.39,17.23,17.94,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003154,TCONS_00004525,Pf3D7_10_v3,308766,309398,+,632,1,"632,","0,",0.18,,6.81,18.04,T28,3.62,,0.18,NA,NA,NA,NA,NA,PF3D7_1007800,"conserved Plasmodium protein, unknown function",-0.208228866,1998,8.96,12.29,18.04,14.14,6.41,6.75,3.73,1.01,0.64,4.57,21.04,21.82,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003159,TCONS_00004531,Pf3D7_10_v3,349934,350732,+,798,1,"798,","0,",0.12,,30.44,51.53,T40,2.42,YES,0.14,PF3D7_1008500,"conserved Plasmodium membrane protein, unknown function",0.06,tandem,970,PF3D7_1008400,"26S proteasome regulatory subunit 4, putative",-0.07798583,1267,42.02,24.32,19.59,26.95,44.33,51.53,51.08,8.82,16.46,29.44,1.41,6.32,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003166,TCONS_00004539,Pf3D7_10_v3,386071,386688,+,617,1,"617,","0,",0.15,,3.98,8.81,T28,3.29,YES,0.17,PF3D7_1009600,"protein phosphatase, putative",0.63,tandem,287,PF3D7_1009500,"metallopeptidase, putative",0.227829366,1278,3.47,8.77,8.81,5.18,4.49,1.42,1.96,0.00,4.02,1.21,3.02,4.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003172,TCONS_00004547,Pf3D7_10_v3,421820,422619,+,799,1,"799,","0,",0.10,,11.31,28.08,T20,3.33,YES,0.17,PF3D7_1010600,"eukaryotic translation initiation factor 2 beta subunit, putative",0.73,divergent,764,PF3D7_1010700,"dolichyl-phosphate-mannose protein mannosyltransferase, putative",0.731354737,341,28.08,18.31,6.34,4.66,4.84,4.15,4.96,1.89,20.38,29.53,4.42,2.50,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003422,TCONS_00004894,Pf3D7_10_v3,451121,452902,-,1781,1,"1781,","0,",0.14,,9.07,16.93,TT8,2.37,YES,0.15,PF3D7_1011700,"DNA repair protein RAD23, putative",0.29,convergent,798,PF3D7_1011800,QF122 antigen,0.182575409,2495,15.73,9.96,11.52,10.37,6.31,4.56,5.26,2.46,16.93,12.73,3.06,4.13,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003181,TCONS_00004559,Pf3D7_10_v3,477472,478240,+,768,1,"768,","0,",0.14,,6.77,28.79,T20,4.90,YES,0.23,PF3D7_1012500,"phosphoglucomutase, putative",0.56,convergent,517,PF3D7_1012400,hypoxanthine-guanine phosphoribosyltransferase (HGPRT),0.509672656,909,28.79,9.66,3.06,2.61,0.75,1.03,1.80,3.00,2.00,18.02,2.90,3.38,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003182,TCONS_00004560,Pf3D7_10_v3,485006,486622,+,1616,1,"1616,","0,",0.14,,19.64,43.11,T14,3.49,,0.16,PF3D7_1012600,GMP synthetase (GMPS),0.95,divergent,812,PF3D7_1012700,"protein phosphatase, putative",-0.681585323,629,41.16,24.15,24.59,15.81,5.89,2.92,3.94,5.03,38.15,19.35,12.85,9.39,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003430,TCONS_00004909,Pf3D7_10_v3,507505,508695,-,1190,1,"1190,","0,",0.15,,14.10,22.37,T44,2.43,,0.14,PF3D7_1013100,"U3 snoRNA-associated small subunit rRNA processing protein, putative",0.96,tandem,1113,PF3D7_1013000,"zinc finger protein, putative",NA,NA,16.62,17.89,21.48,15.77,8.33,11.45,22.37,3.34,14.45,7.08,4.94,11.91,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003185,TCONS_00004565,Pf3D7_10_v3,508871,509650,+,779,1,"779,","0,",0.13,,6.33,15.75,T28,4.07,YES,0.18,NA,NA,NA,NA,NA,PF3D7_1013200,"conserved Plasmodium protein, unknown function",-0.180526381,1433,9.81,14.79,15.75,7.14,6.97,5.17,3.15,0.00,3.06,3.69,1.58,0.46,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003187,TCONS_00004568,Pf3D7_10_v3,524098,524882,+,784,1,"784,","0,",0.13,,4.83,9.92,T20,2.85,,0.17,PF3D7_1013400,"conserved Plasmodium protein, unknown function",-0.40,divergent,1846,PF3D7_1013500,phosphoinositide-specific phospholipase C (PI-PLC),-0.50847147,1957,9.92,9.22,7.42,2.04,1.09,0.52,2.73,1.55,4.03,8.74,3.50,2.24,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003198,TCONS_00004581,Pf3D7_10_v3,591085,592430,+,1345,1,"1345,","0,",0.15,,4.21,12.13,T20,2.96,,0.18,NA,NA,NA,NA,NA,PF3D7_1014600,transcriptional coactivator ADA2 (ADA2),-0.395827797,1995,12.13,5.10,3.44,2.71,1.36,1.72,0.68,1.87,7.97,7.35,2.59,3.01,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003436,TCONS_00004919,Pf3D7_10_v3,591579,592774,-,1195,1,"1195,","0,",0.14,,7.52,19.55,T28,2.49,,0.17,PF3D7_1014700,"prohibitin, putative",0.69,divergent,2533,NA,NA,NA,NA,4.52,4.75,19.55,19.04,7.52,5.68,6.48,2.66,5.54,4.63,6.03,12.44,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003206,TCONS_00004596,Pf3D7_10_v3,654680,655733,+,1053,1,"1053,","0,",0.14,,3.18,12.99,T14,3.81,,0.24,PF3D7_1016400,"serine/threonine protein kinase, FIKK family (FIKK10.1)",0.62,convergent,975,PF3D7_1016300,glycophorin binding protein (GBP),0.433978218,1113,8.59,2.45,2.28,4.07,1.27,1.79,1.50,0.00,0.00,9.24,0.00,1.26,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003208,TCONS_00004598,Pf3D7_10_v3,673353,674106,+,753,1,"753,","0,",0.13,,11.08,56.74,TT8,5.41,YES,0.23,PF3D7_1016700,"Plasmodium exported protein (PHISTc), unknown function",0.90,divergent,1500,PF3D7_1016800,"Plasmodium exported protein (PHISTc), unknown function",0.879036787,1186,14.30,4.01,2.09,0.37,0.36,0.76,2.65,7.48,56.74,17.86,1.34,0.37,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003209,TCONS_00004599,Pf3D7_10_v3,679100,680117,+,1017,1,"1017,","0,",0.15,,13.08,77.87,TT8,5.94,YES,0.25,PF3D7_1016800,"Plasmodium exported protein (PHISTc), unknown function",0.92,divergent,2683,PF3D7_1016900,early transcribed membrane protein 10.3 (ETRAMP10.3),0.580724535,2064,1.90,0.85,0.28,0.53,0.53,0.94,20.73,10.08,77.87,4.87,0.00,0.28,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003460,TCONS_00004964,Pf3D7_10_v3,755446,756025,-,579,1,"579,","0,",0.15,,17.71,37.53,T14,2.97,YES,0.15,PF3D7_1018900,"conserved Plasmodium protein, unknown function",0.32,tandem,536,PF3D7_1019000,"eukaryotic translation initiation factor subunit eIF2A, putative",0.264932226,1769,32.94,15.76,13.15,16.34,5.98,9.61,18.40,3.93,31.80,42.91,8.67,10.37,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003463,TCONS_00004968,Pf3D7_10_v3,782357,783045,-,688,1,"688,","0,",0.14,,4.72,13.08,T36,2.86,,0.19,PF3D7_1019300,"zinc finger protein, putative",0.81,tandem,1870,NA,NA,NA,NA,0.94,1.26,2.08,3.36,13.08,11.90,7.90,6.51,1.71,0.97,0.00,3.75,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003464,TCONS_00004969,Pf3D7_10_v3,784243,785362,-,1119,1,"1119,","0,",0.15,,6.87,17.82,T20,2.88,,0.17,PF3D7_1019400,"60S ribosomal protein L30e, putative",0.93,divergent,1140,NA,NA,NA,NA,17.82,8.62,7.77,8.81,3.19,2.81,2.59,1.55,6.08,18.59,7.36,10.00,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003233,TCONS_00004632,Pf3D7_10_v3,914071,915622,+,1551,1,"1551,","0,",0.16,,2.02,5.27,T32,2.44,,0.19,PF3D7_1021900,"conserved Plasmodium protein (10b antigen), unknown function",0.79,divergent,1726,NA,NA,NA,NA,0.15,0.64,3.79,5.27,3.39,2.15,1.83,2.61,1.03,0.00,2.36,5.30,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003483,TCONS_00005000,Pf3D7_10_v3,914886,916250,-,1364,1,"1364,","0,",0.16,,3.88,8.49,T32,2.10,,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,4.54,7.01,8.49,4.01,2.48,1.29,1.21,2.89,2.56,2.52,6.85,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003234,TCONS_00004633,Pf3D7_10_v3,917762,918439,+,677,1,"677,","0,",0.13,,9.96,18.96,T28,1.68,,0.15,PF3D7_1022000,"RNA binding protein, putative",0.78,tandem,1332,NA,NA,NA,NA,12.26,9.91,18.96,13.53,9.85,5.25,5.79,12.65,9.18,10.65,4.29,6.67,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003236,TCONS_00004636,Pf3D7_10_v3,929719,930837,+,1118,1,"1118,","0,",0.16,,2.66,8.38,T28,3.23,,0.21,PF3D7_1022200,"conserved Plasmodium membrane protein, unknown function",0.82,divergent,699,PF3D7_1022300,"zinc transporter, putative",0.427071732,1859,3.42,2.75,8.38,6.51,2.74,2.11,1.92,0.00,0.87,1.15,0.77,2.91,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003239,TCONS_00004640,Pf3D7_10_v3,954242,955033,+,791,1,"791,","0,",0.17,,6.72,21.46,T44,4.49,,0.22,PF3D7_1022700,"phospholipid scramblase 1, putative",0.92,divergent,1663,PF3D7_1022800,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (GcpE),0.285175897,849,0.56,0.00,0.19,0.56,0.71,12.77,21.46,12.59,19.07,2.66,0.00,0.00,24.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003495,TCONS_00005016,Pf3D7_10_v3,1010076,1011315,-,1239,1,"1239,","0,",0.11,,107.96,165.22,TT8,1.23,,0.13,NA,NA,NA,NA,NA,PF3D7_1023900,"chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1)",-0.563982835,2615,130.14,112.86,117.10,108.72,117.44,92.40,99.82,75.32,165.22,141.38,36.92,48.05,45.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003246,TCONS_00004649,Pf3D7_10_v3,1011335,1012352,+,1017,1,"1017,","0,",0.11,,28.70,129.23,T48,7.02,YES,0.21,NA,NA,NA,NA,NA,PF3D7_1024000,"conserved Plasmodium protein, unknown function",-0.374617041,2543,1.03,1.41,0.93,0.00,3.68,30.61,65.94,129.23,51.32,2.11,0.54,1.37,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003257,TCONS_00004665,Pf3D7_10_v3,1120181,1121248,+,1067,1,"1067,","0,",0.16,,5.54,20.17,TT8,4.40,,0.26,PF3D7_1026600,"conserved Plasmodium protein, unknown function",0.75,divergent,1608,NA,NA,NA,NA,0.36,0.19,0.00,0.13,0.12,1.68,16.58,0.98,20.17,2.26,0.00,0.23,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003513,TCONS_00005045,Pf3D7_10_v3,1120746,1121375,-,629,1,"629,","0,",0.17,,12.26,30.96,T14,3.78,,0.17,PF3D7_1026800,"40S ribosomal protein S2B, putative",0.85,divergent,1586,NA,NA,NA,NA,30.56,12.89,13.10,14.47,3.66,4.29,1.33,1.88,19.65,15.88,18.77,29.32,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003261,TCONS_00004670,Pf3D7_10_v3,1144600,1145634,+,1034,1,"1034,","0,",0.14,,11.82,46.05,TT8,3.51,YES,0.18,PF3D7_1027300,peroxiredoxin (nPrx),0.38,divergent,1998,PF3D7_1027400,"DNA-directed RNA polymerase II, putative",0.24378699,188,10.12,4.51,3.14,3.13,7.31,13.44,8.16,5.47,46.05,12.27,1.50,4.05,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003263,TCONS_00004673,Pf3D7_10_v3,1152188,1152992,+,804,1,"804,","0,",0.13,,5.64,13.79,T44,3.32,,0.18,PF3D7_1027700.1,centrin-3 (CEN3),0.94,divergent,335,PF3D7_1027800,"60S ribosomal protein L3, putative",-0.729944547,278,0.97,0.49,1.61,7.95,11.93,12.88,13.79,3.21,2.18,0.00,0.38,5.36,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003543,TCONS_00005089,Pf3D7_10_v3,1279289,1279848,-,559,1,"559,","0,",0.20,,6.93,11.84,T44,1.34,,0.14,PF3D7_1031700,protein phosphatase inhibitor 3 (I3),0.22,divergent,1403,PF3D7_1031600,"conserved Plasmodium protein, unknown function (GEXP15)",-0.547767528,712,7.48,5.37,4.09,7.27,4.64,6.99,11.84,4.74,9.81,7.10,6.79,34.80,21.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_003290,TCONS_00004721,Pf3D7_10_v3,1332182,1332635,+,453,1,"453,","0,",0.17,,24.00,39.12,T20,1.37,,0.13,NA,NA,NA,NA,NA,PF3D7_1033100,S-adenosylmethionine decarboxylase/ornithine decarboxylase (AdoMetDC/ODC),-0.009400503,3746,39.12,18.96,20.92,29.84,14.49,19.62,20.98,23.17,36.93,33.12,13.59,29.50,37.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
